id,school_id,date,date_precision,location,affected_communities,category,summary,source_ids,source_types,institutional_response,response_date,legal_status,verification_status,confidence,tags,created_at,updated_at,record_hash
evt_2026_0428,florida_state_university,2023-01-01,year,"TALLAHASSEE, FL",Religion,Other source-backed civil rights event,ED campus safety data listed one reported on-campus hate-crime statistic for Florida State University: Larceny-theft characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; lar-t-rel23,2026-06-03,2026-06-03,sha256:8eb8b4bc5212c340566b775449e9c2ccb27496fbc76ec838e0ca2397dac04650
evt_2026_0429,east_georgia_state_college,2023-01-01,year,"Statesboro, GA",Race,Harassment or threat,ED campus safety data listed 2 reported on-campus hate-crime statistics for East Georgia State College: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac23,2026-06-03,2026-06-03,sha256:24dfff2e2f23c3f74ee2820330bfc5da281788e7ebc9c1b6a19f0975d0305b61
evt_2026_0430,saint_ambrose_university,2023-01-01,year,"DAVENPORT, IA",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Saint Ambrose University: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-sex23,2026-06-03,2026-06-03,sha256:90016ef6f0998c4b0499e247eeeeed326b057cd6f70efd250f5001ba0ec316b6
evt_2026_0431,college_of_dupage,2024-01-01,year,"Glen Ellyn, IL",Ethnicity,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for College of DuPage: Intimidation characterized by Ethnicity.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-et24,2026-06-03,2026-06-03,sha256:4a3cda56e8e951991d579f58d772e597c79c2db2adb0f3a166f3837646f745d0
evt_2026_0432,purdue_university_main_campus,2022-01-01,year,"WEST LAFAYETTE, IN",LGBTQ+,Other source-backed civil rights event,ED campus safety data listed 2 reported on-campus hate-crime statistics for Purdue University-Main Campus: Larceny-theft characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; lar-t-sex22,2026-06-03,2026-06-03,sha256:2e5c8fbef5ea54139846fabcdcc29ec0d5575d1e040e53ca622c97e68515b318
evt_2026_0433,northeastern_university,2024-01-01,year,"BOSTON, MA",National origin,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Northeastern University: Destruction/damage/vandalism characterized by National origin.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-nat24,2026-06-03,2026-06-03,sha256:5687e5de64bb76e2a4cebb3b08269f3823f1427791e9bd6b8c982f17e7223ff0
evt_2026_0434,hood_college,2023-01-01,year,"FREDERICK, MD",Race,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Hood College: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac23,2026-06-03,2026-06-03,sha256:dcbb05c01d717ca1b7fb5cdcc3f233f97b83f1a40f991ccdd59c60acc0b6cc11
evt_2026_0435,lake_superior_state_university,2024-01-01,year,"Sault Sainte Marie, MI",Race,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Lake Superior State University: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac24,2026-06-03,2026-06-03,sha256:3b1e97a07076553c4095b39e68deb58b274241d5b552f8d9835b2035876dd339
evt_2026_0436,university_of_northwestern_st_paul,2024-01-01,year,"SAINT PAUL, MN",Ethnicity,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of Northwestern-St Paul: Intimidation characterized by Ethnicity.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-et24,2026-06-03,2026-06-03,sha256:8c85f71c46db3a875875020c40403a9e0b93a2b83294e1dac11289ab8996cbd4
evt_2026_0437,missouri_university_of_science_and_technology,2024-01-01,year,"ROLLA, MO",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Missouri University of Science and Technology: Simple assault characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-sex24,2026-06-03,2026-06-03,sha256:e57d6da53a51d16de67ce78be6fd7998e7969de3caaa0116152f4fcc857da13f
evt_2026_0438,north_carolina_central_university,2024-01-01,year,"DURHAM, NC",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for North Carolina Central University: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac24,2026-06-03,2026-06-03,sha256:c2252dcce9a9df9d10aa334adcc9f734a9a8008b084c24ca5d1594b225e4511a
evt_2026_0439,innovate_salon_academy,2024-01-01,year,"Ewing, NJ",Religion,Other source-backed civil rights event,ED campus safety data listed one reported on-campus hate-crime statistic for Innovate Salon Academy: Larceny-theft characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; lar-t-rel24,2026-06-03,2026-06-03,sha256:5f2a96af6d76b8f569bb5ad0468429f90f29774f7fc64edfcbcebad8b64424d1
evt_2026_0440,clarkson_university,2024-01-01,year,"POTSDAM, NY",Race,Harassment or threat,ED campus safety data listed 2 reported on-campus hate-crime statistics for Clarkson University: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac24,2026-06-03,2026-06-03,sha256:6bcaca7f1511d58ee1abde2f55f4cd203e2a3540644c021cf3872d93757d4547
evt_2026_0441,bowling_green_state_university_main_campus,2024-01-01,year,"BOWLING GREEN, OH",Race,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Bowling Green State University-Main Campus: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac24,2026-06-03,2026-06-03,sha256:7e3ac5a70d5fa4bf72c1bfd73b8396c91e1a74f900e7f05870566b266d7e1ff0
evt_2026_0442,oregon_health_and_science_university,2024-01-01,year,"Portland, OR",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Oregon Health & Science University: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac24,2026-06-03,2026-06-03,sha256:69d306d1c100c15c1962e7ffcd17452b6fe21d77c69c83cfa4092b4a1b8453a6
